01-02 09:31:01,549326 [INFOR] [userlog] 当前:2024-01-02 09:31:01 用户:cxh 登录成功
01-02 09:31:07,132572 [INFOR] [userlog] 当前:2024-01-02 09:31:07 用户:cxh 退出登录
01-02 09:31:12,454902 [INFOR] [userlog] 当前:2024-01-02 09:31:12 用户:wwh 登录成功
01-02 16:30:10,543472 [INFOR] [userlog] 当前:2024-01-02 16:30:10 用户:wwh 创建固件扫描任务:Vigor2820+V3.3.4+Annex+A+244001.zip, id:708
01-02 16:30:11,414399 [INFOR] [userlog] 当前:2024-01-02 16:30:10 用户:wwh 开始固件扫描任务:Vigor2820+V3.3.4+Annex+A+244001.zip, id:708
01-02 16:30:13,091974 [INFOR] [userlog] 当前:2024-01-02 16:30:13 用户:wwh 创建固件扫描任务:Vigor2820+V3.3.4+Annex+B+214702.zip, id:709
01-02 16:30:14,027165 [INFOR] [userlog] 当前:2024-01-02 16:30:13 用户:wwh 开始固件扫描任务:Vigor2820+V3.3.4+Annex+B+214702.zip, id:709
01-02 16:30:16,004993 [INFOR] [userlog] 当前:2024-01-02 16:30:15 用户:wwh 创建固件扫描任务:Vigor2820+V3.3.4+Annex+A+232201.zip, id:710
01-02 16:30:16,893618 [INFOR] [userlog] 当前:2024-01-02 16:30:16 用户:wwh 开始固件扫描任务:Vigor2820+V3.3.4+Annex+A+232201.zip, id:710
01-02 16:30:18,546705 [INFOR] [userlog] 当前:2024-01-02 16:30:18 用户:wwh 创建固件扫描任务:Vigor2820+V3.3.4+Annex+A+2431301.zip, id:711
01-02 16:30:19,466990 [INFOR] [userlog] 当前:2024-01-02 16:30:18 用户:wwh 开始固件扫描任务:Vigor2820+V3.3.4+Annex+A+2431301.zip, id:711
01-02 16:30:21,138047 [INFOR] [userlog] 当前:2024-01-02 16:30:21 用户:wwh 创建固件扫描任务:Vigor2820+V3.3.4+Annex+A+211011.zip, id:712
01-02 16:30:22,038298 [INFOR] [userlog] 当前:2024-01-02 16:30:21 用户:wwh 开始固件扫描任务:Vigor2820+V3.3.4+Annex+A+211011.zip, id:712
01-02 16:30:23,722760 [INFOR] [userlog] 当前:2024-01-02 16:30:23 用户:wwh 创建固件扫描任务:Vigor2820+V3.3.4+Annex+B+2111302.zip, id:713
01-02 16:30:24,596335 [INFOR] [userlog] 当前:2024-01-02 16:30:24 用户:wwh 开始固件扫描任务:Vigor2820+V3.3.4+Annex+B+2111302.zip, id:713
01-02 16:30:26,326817 [INFOR] [userlog] 当前:2024-01-02 16:30:26 用户:wwh 创建固件扫描任务:Vigor2820_v3.3.7.4_A_2471201.zip, id:714
01-02 16:30:27,293927 [INFOR] [userlog] 当前:2024-01-02 16:30:26 用户:wwh 开始固件扫描任务:Vigor2820_v3.3.7.4_A_2471201.zip, id:714
01-02 16:30:29,044775 [INFOR] [userlog] 当前:2024-01-02 16:30:29 用户:wwh 创建固件扫描任务:Vigor2820_v3.3.7.4_A_243601.zip, id:715
01-02 16:30:29,998904 [INFOR] [userlog] 当前:2024-01-02 16:30:29 用户:wwh 开始固件扫描任务:Vigor2820_v3.3.7.4_A_243601.zip, id:715
01-02 16:30:31,810321 [INFOR] [userlog] 当前:2024-01-02 16:30:31 用户:wwh 创建固件扫描任务:Vigor2820_v3.3.7.4_A_232201.zip, id:716
01-02 16:30:32,765217 [INFOR] [userlog] 当前:2024-01-02 16:30:32 用户:wwh 开始固件扫描任务:Vigor2820_v3.3.7.4_A_232201.zip, id:716
01-02 16:30:34,576958 [INFOR] [userlog] 当前:2024-01-02 16:30:34 用户:wwh 创建固件扫描任务:Vigor2820_v3.3.7.4_A_2121501.zip, id:717
01-02 16:30:35,558123 [INFOR] [userlog] 当前:2024-01-02 16:30:34 用户:wwh 开始固件扫描任务:Vigor2820_v3.3.7.4_A_2121501.zip, id:717
01-02 16:30:37,764983 [INFOR] [userlog] 当前:2024-01-02 16:30:37 用户:wwh 创建固件扫描任务:Vigor2820_v3.3.7.4_A_211801.zip, id:718
01-02 16:30:38,723703 [INFOR] [userlog] 当前:2024-01-02 16:30:38 用户:wwh 开始固件扫描任务:Vigor2820_v3.3.7.4_A_211801.zip, id:718
01-02 16:30:40,425713 [INFOR] [userlog] 当前:2024-01-02 16:30:40 用户:wwh 创建固件扫描任务:Vigor2820_v3.3.7.4_A_252901.zip, id:719
01-02 16:30:41,367084 [INFOR] [userlog] 当前:2024-01-02 16:30:40 用户:wwh 开始固件扫描任务:Vigor2820_v3.3.7.4_A_252901.zip, id:719
01-02 16:30:43,102238 [INFOR] [userlog] 当前:2024-01-02 16:30:43 用户:wwh 创建固件扫描任务:Vigor2820_v3.3.7.4_A_243701.zip, id:720
01-02 16:30:44,105328 [INFOR] [userlog] 当前:2024-01-02 16:30:43 用户:wwh 开始固件扫描任务:Vigor2820_v3.3.7.4_A_243701.zip, id:720
01-02 16:30:45,930415 [INFOR] [userlog] 当前:2024-01-02 16:30:45 用户:wwh 创建固件扫描任务:Vigor2820_v3.3.7.4_A_244001.zip, id:721
01-02 16:30:46,872215 [INFOR] [userlog] 当前:2024-01-02 16:30:46 用户:wwh 开始固件扫描任务:Vigor2820_v3.3.7.4_A_244001.zip, id:721
01-02 16:30:48,735630 [INFOR] [userlog] 当前:2024-01-02 16:30:48 用户:wwh 创建固件扫描任务:Vigor2820_v3.3.7.4_A_2211201.zip, id:722
01-02 16:30:49,685160 [INFOR] [userlog] 当前:2024-01-02 16:30:49 用户:wwh 开始固件扫描任务:Vigor2820_v3.3.7.4_A_2211201.zip, id:722
01-02 16:30:51,362015 [INFOR] [userlog] 当前:2024-01-02 16:30:51 用户:wwh 创建固件扫描任务:Vigor2820_v3.3.7.4_A_2431301.zip, id:723
01-02 16:30:52,298935 [INFOR] [userlog] 当前:2024-01-02 16:30:51 用户:wwh 开始固件扫描任务:Vigor2820_v3.3.7.4_A_2431301.zip, id:723
01-02 16:30:53,990859 [INFOR] [userlog] 当前:2024-01-02 16:30:53 用户:wwh 创建固件扫描任务:Vigor2820_v3.3.7.4_A_STD.zip, id:724
01-02 16:30:54,927501 [INFOR] [userlog] 当前:2024-01-02 16:30:54 用户:wwh 开始固件扫描任务:Vigor2820_v3.3.7.4_A_STD.zip, id:724
01-02 16:30:56,705195 [INFOR] [userlog] 当前:2024-01-02 16:30:56 用户:wwh 创建固件扫描任务:Vigor2820_v3.3.7.4_B_2111312.zip, id:725
01-02 16:30:57,589854 [INFOR] [userlog] 当前:2024-01-02 16:30:56 用户:wwh 开始固件扫描任务:Vigor2820_v3.3.7.4_B_2111312.zip, id:725
01-02 16:30:59,050843 [INFOR] [userlog] 当前:2024-01-02 16:30:59 用户:wwh 创建固件扫描任务:WeMo_WW_2.00.2176.PVT_SNS.bin.gpg, id:726
01-02 16:31:00,013564 [INFOR] [userlog] 当前:2024-01-02 16:30:59 用户:wwh 开始固件扫描任务:WeMo_WW_2.00.2176.PVT_SNS.bin.gpg, id:726
01-02 16:31:01,014787 [INFOR] [userlog] 当前:2024-01-02 16:31:00 用户:wwh 创建固件扫描任务:brickOS.srec, id:727
01-02 16:31:01,828030 [INFOR] [userlog] 当前:2024-01-02 16:31:01 用户:wwh 开始固件扫描任务:brickOS.srec, id:727
01-02 16:31:03,038566 [INFOR] [userlog] 当前:2024-01-02 16:31:03 用户:wwh 创建固件扫描任务:SMS_V4.0_Portable_Help.zip, id:728
01-02 16:31:03,882415 [INFOR] [userlog] 当前:2024-01-02 16:31:03 用户:wwh 开始固件扫描任务:SMS_V4.0_Portable_Help.zip, id:728
01-02 16:31:05,397087 [INFOR] [userlog] 当前:2024-01-02 16:31:05 用户:wwh 创建固件扫描任务:3e2c0f1363343053981ce44ce15f603a974ac8a7.zip, id:729
01-02 16:31:05,936342 [INFOR] [userlog] 当前:2024-01-02 16:31:05 用户:wwh 开始固件扫描任务:3e2c0f1363343053981ce44ce15f603a974ac8a7.zip, id:729
01-02 16:31:07,502739 [INFOR] [userlog] 当前:2024-01-02 16:31:07 用户:wwh 创建固件扫描任务:Remote_V1.2.0.1.090105.zip, id:730
01-02 16:31:08,263753 [INFOR] [userlog] 当前:2024-01-02 16:31:07 用户:wwh 开始固件扫描任务:Remote_V1.2.0.1.090105.zip, id:730
01-02 16:31:09,473358 [INFOR] [userlog] 当前:2024-01-02 16:31:09 用户:wwh 创建固件扫描任务:crcoba.abs, id:731
01-02 16:31:10,321728 [INFOR] [userlog] 当前:2024-01-02 16:31:09 用户:wwh 开始固件扫描任务:crcoba.abs, id:731
01-02 16:31:11,182520 [INFOR] [userlog] 当前:2024-01-02 16:31:11 用户:wwh 创建固件扫描任务:crcoai.abs, id:732
01-02 16:31:12,045963 [INFOR] [userlog] 当前:2024-01-02 16:31:11 用户:wwh 开始固件扫描任务:crcoai.abs, id:732
01-02 16:31:13,841728 [INFOR] [userlog] 当前:2024-01-02 16:31:13 用户:wwh 创建固件扫描任务:Vigor2820_v3.3.7.4_B_246302.zip, id:733
01-02 16:31:14,773684 [INFOR] [userlog] 当前:2024-01-02 16:31:14 用户:wwh 开始固件扫描任务:Vigor2820_v3.3.7.4_B_246302.zip, id:733
01-02 16:31:15,805611 [INFOR] [userlog] 当前:2024-01-02 16:31:15 用户:wwh 创建固件扫描任务:QSG_chinese.zip, id:734
01-02 16:31:16,773574 [INFOR] [userlog] 当前:2024-01-02 16:31:16 用户:wwh 开始固件扫描任务:QSG_chinese.zip, id:734
01-02 16:31:18,827194 [INFOR] [userlog] 当前:2024-01-02 16:31:18 用户:wwh 创建固件扫描任务:Vigor2820V3.3.5.2A2471201.zip, id:735
01-02 16:31:19,814733 [INFOR] [userlog] 当前:2024-01-02 16:31:19 用户:wwh 开始固件扫描任务:Vigor2820V3.3.5.2A2471201.zip, id:735
01-02 16:31:21,504574 [INFOR] [userlog] 当前:2024-01-02 16:31:21 用户:wwh 创建固件扫描任务:Vigor2820V3.3.5.2A232201.zip, id:736
01-02 16:31:22,312972 [INFOR] [userlog] 当前:2024-01-02 16:31:21 用户:wwh 开始固件扫描任务:Vigor2820V3.3.5.2A232201.zip, id:736
01-02 16:31:24,069131 [INFOR] [userlog] 当前:2024-01-02 16:31:24 用户:wwh 创建固件扫描任务:Vigor2820V3.3.5.2A211801.zip, id:737
01-02 16:31:25,058026 [INFOR] [userlog] 当前:2024-01-02 16:31:24 用户:wwh 开始固件扫描任务:Vigor2820V3.3.5.2A211801.zip, id:737
01-02 16:31:26,800109 [INFOR] [userlog] 当前:2024-01-02 16:31:26 用户:wwh 创建固件扫描任务:Vigor2820V3.3.5.2A243601.zip, id:738
01-02 16:31:27,773188 [INFOR] [userlog] 当前:2024-01-02 16:31:27 用户:wwh 开始固件扫描任务:Vigor2820V3.3.5.2A243601.zip, id:738
01-02 16:31:29,803218 [INFOR] [userlog] 当前:2024-01-02 16:31:29 用户:wwh 创建固件扫描任务:Vigor2820V3.3.5.2A2431301.zip, id:739
01-02 16:31:30,767145 [INFOR] [userlog] 当前:2024-01-02 16:31:30 用户:wwh 开始固件扫描任务:Vigor2820V3.3.5.2A2431301.zip, id:739
01-02 16:31:32,508749 [INFOR] [userlog] 当前:2024-01-02 16:31:32 用户:wwh 创建固件扫描任务:Vigor2820V3.3.5.2B2111302.zip, id:740
01-02 16:31:33,452740 [INFOR] [userlog] 当前:2024-01-02 16:31:32 用户:wwh 开始固件扫描任务:Vigor2820V3.3.5.2B2111302.zip, id:740
01-02 16:31:35,154936 [INFOR] [userlog] 当前:2024-01-02 16:31:35 用户:wwh 创建固件扫描任务:Vigor2820V3.3.5.2B2111312.zip, id:741
01-02 16:31:36,164097 [INFOR] [userlog] 当前:2024-01-02 16:31:35 用户:wwh 开始固件扫描任务:Vigor2820V3.3.5.2B2111312.zip, id:741
01-02 16:31:37,858470 [INFOR] [userlog] 当前:2024-01-02 16:31:37 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2.1 AnnexB 2111312.zip, id:742
01-02 16:31:38,943973 [INFOR] [userlog] 当前:2024-01-02 16:31:38 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2.1 AnnexB 2111312.zip, id:742
01-02 16:31:40,631222 [INFOR] [userlog] 当前:2024-01-02 16:31:40 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2.1 AnnexA 2211201.zip, id:743
01-02 16:31:41,553035 [INFOR] [userlog] 当前:2024-01-02 16:31:40 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2.1 AnnexA 2211201.zip, id:743
01-02 16:31:43,252873 [INFOR] [userlog] 当前:2024-01-02 16:31:43 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2.1 AnnexB 2121302.zip, id:744
01-02 16:31:44,155658 [INFOR] [userlog] 当前:2024-01-02 16:31:43 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2.1 AnnexB 2121302.zip, id:744
01-02 16:31:45,871546 [INFOR] [userlog] 当前:2024-01-02 16:31:45 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2.1 AnnexA 232201.zip, id:745
01-02 16:31:46,829452 [INFOR] [userlog] 当前:2024-01-02 16:31:46 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2.1 AnnexA 232201.zip, id:745
01-02 16:31:48,630701 [INFOR] [userlog] 当前:2024-01-02 16:31:48 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2.1 AnnexB 2111302.zip, id:746
01-02 16:31:49,551208 [INFOR] [userlog] 当前:2024-01-02 16:31:48 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2.1 AnnexB 2111302.zip, id:746
01-02 16:31:51,294445 [INFOR] [userlog] 当前:2024-01-02 16:31:51 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2.1 AnnexA 2121501.zip, id:747
01-02 16:31:52,263570 [INFOR] [userlog] 当前:2024-01-02 16:31:51 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2.1 AnnexA 2121501.zip, id:747
01-02 16:31:53,997740 [INFOR] [userlog] 当前:2024-01-02 16:31:53 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2.1 AnnexB 214702.zip, id:748
01-02 16:31:54,931921 [INFOR] [userlog] 当前:2024-01-02 16:31:54 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2.1 AnnexB 214702.zip, id:748
01-02 16:31:56,544656 [INFOR] [userlog] 当前:2024-01-02 16:31:56 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2.1 AnnexA 211801.zip, id:749
01-02 16:31:57,466845 [INFOR] [userlog] 当前:2024-01-02 16:31:56 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2.1 AnnexA 211801.zip, id:749
01-02 16:31:59,451833 [INFOR] [userlog] 当前:2024-01-02 16:31:59 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2.1 AnnexA 211011.zip, id:750
01-02 16:32:00,395055 [INFOR] [userlog] 当前:2024-01-02 16:31:59 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2.1 AnnexA 211011.zip, id:750
01-02 16:32:02,194572 [INFOR] [userlog] 当前:2024-01-02 16:32:02 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2.1 AnnexB 2111112.zip, id:751
01-02 16:32:03,108036 [INFOR] [userlog] 当前:2024-01-02 16:32:02 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2.1 AnnexB 2111112.zip, id:751
01-02 16:32:04,815519 [INFOR] [userlog] 当前:2024-01-02 16:32:04 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2.1 AnnexB 215202.zip, id:752
01-02 16:32:05,751957 [INFOR] [userlog] 当前:2024-01-02 16:32:05 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2.1 AnnexB 215202.zip, id:752
01-02 16:32:07,514064 [INFOR] [userlog] 当前:2024-01-02 16:32:07 用户:wwh 创建固件扫描任务:Vigor2820_V3.3.7.1A_2211201.zip, id:753
01-02 16:32:08,066399 [INFOR] [userlog] 当前:2024-01-02 16:32:07 用户:wwh 开始固件扫描任务:Vigor2820_V3.3.7.1A_2211201.zip, id:753
01-02 16:32:09,598494 [INFOR] [userlog] 当前:2024-01-02 16:32:09 用户:wwh 创建固件扫描任务:Vigor2820_V3.3.7.1A_243601.zip, id:754
01-02 16:32:10,430178 [INFOR] [userlog] 当前:2024-01-02 16:32:09 用户:wwh 开始固件扫描任务:Vigor2820_V3.3.7.1A_243601.zip, id:754
01-02 16:32:12,013349 [INFOR] [userlog] 当前:2024-01-02 16:32:11 用户:wwh 创建固件扫描任务:Vigor2820_V3.3.7.1A_211801.zip, id:755
01-02 16:32:12,925917 [INFOR] [userlog] 当前:2024-01-02 16:32:12 用户:wwh 开始固件扫描任务:Vigor2820_V3.3.7.1A_211801.zip, id:755
01-02 16:32:14,801137 [INFOR] [userlog] 当前:2024-01-02 16:32:14 用户:wwh 创建固件扫描任务:Vigor2820_V3.3.7.1A_2121501.zip, id:756
01-02 16:32:15,776013 [INFOR] [userlog] 当前:2024-01-02 16:32:15 用户:wwh 开始固件扫描任务:Vigor2820_V3.3.7.1A_2121501.zip, id:756
01-02 16:32:17,478343 [INFOR] [userlog] 当前:2024-01-02 16:32:17 用户:wwh 创建固件扫描任务:Vigor2820_V3.3.7.1A_2431301.zip, id:757
01-02 16:32:18,410569 [INFOR] [userlog] 当前:2024-01-02 16:32:17 用户:wwh 开始固件扫描任务:Vigor2820_V3.3.7.1A_2431301.zip, id:757
01-02 16:32:20,937531 [INFOR] [userlog] 当前:2024-01-02 16:32:20 用户:wwh 创建固件扫描任务:Vigor2820_V3.3.7.1A_232201.zip, id:758
01-02 16:32:21,902910 [INFOR] [userlog] 当前:2024-01-02 16:32:21 用户:wwh 开始固件扫描任务:Vigor2820_V3.3.7.1A_232201.zip, id:758
01-02 16:32:23,649835 [INFOR] [userlog] 当前:2024-01-02 16:32:23 用户:wwh 创建固件扫描任务:Vigor2820_V3.3.7.1A__STD211011.zip, id:759
01-02 16:32:24,583060 [INFOR] [userlog] 当前:2024-01-02 16:32:23 用户:wwh 开始固件扫描任务:Vigor2820_V3.3.7.1A__STD211011.zip, id:759
01-02 16:32:26,522689 [INFOR] [userlog] 当前:2024-01-02 16:32:26 用户:wwh 创建固件扫描任务:Vigor2820_V3.3.7.1A_244001.zip, id:760
01-02 16:32:27,476938 [INFOR] [userlog] 当前:2024-01-02 16:32:26 用户:wwh 开始固件扫描任务:Vigor2820_V3.3.7.1A_244001.zip, id:760
01-02 16:32:32,449157 [INFOR] [userlog] 当前:2024-01-02 16:32:32 用户:wwh 创建固件扫描任务:Vigor2820_V3.3.7.1A_243701.zip, id:761
01-02 16:32:33,748505 [INFOR] [userlog] 当前:2024-01-02 16:32:32 用户:wwh 开始固件扫描任务:Vigor2820_V3.3.7.1A_243701.zip, id:761
01-02 16:32:35,644343 [INFOR] [userlog] 当前:2024-01-02 16:32:35 用户:wwh 创建固件扫描任务:Vigor2820_V3.3.7.1A_2471201.zip, id:762
01-02 16:32:36,633956 [INFOR] [userlog] 当前:2024-01-02 16:32:35 用户:wwh 开始固件扫描任务:Vigor2820_V3.3.7.1A_2471201.zip, id:762
01-02 16:32:38,437880 [INFOR] [userlog] 当前:2024-01-02 16:32:38 用户:wwh 创建固件扫描任务:Vigor2820_V3.3.7.1B_2111312.zip, id:763
01-02 16:32:39,389548 [INFOR] [userlog] 当前:2024-01-02 16:32:38 用户:wwh 开始固件扫描任务:Vigor2820_V3.3.7.1B_2111312.zip, id:763
01-02 16:32:41,267171 [INFOR] [userlog] 当前:2024-01-02 16:32:41 用户:wwh 创建固件扫描任务:Vigor2820_V3.3.7.1B_215202.zip, id:764
01-02 16:32:42,180397 [INFOR] [userlog] 当前:2024-01-02 16:32:41 用户:wwh 开始固件扫描任务:Vigor2820_V3.3.7.1B_215202.zip, id:764
01-02 16:32:43,999690 [INFOR] [userlog] 当前:2024-01-02 16:32:43 用户:wwh 创建固件扫描任务:Vigor2820_V3.3.7.1B_246302.zip, id:765
01-02 16:32:44,923030 [INFOR] [userlog] 当前:2024-01-02 16:32:44 用户:wwh 开始固件扫描任务:Vigor2820_V3.3.7.1B_246302.zip, id:765
01-02 16:32:46,668347 [INFOR] [userlog] 当前:2024-01-02 16:32:46 用户:wwh 创建固件扫描任务:Vigor2820_V3.3.7.1B_2121302.zip, id:766
01-02 16:32:47,622543 [INFOR] [userlog] 当前:2024-01-02 16:32:46 用户:wwh 开始固件扫描任务:Vigor2820_V3.3.7.1B_2121302.zip, id:766
01-02 16:32:49,474448 [INFOR] [userlog] 当前:2024-01-02 16:32:49 用户:wwh 创建固件扫描任务:Vigor2820_V3.3.7.1B_214702.zip, id:767
01-02 16:32:51,265372 [INFOR] [userlog] 当前:2024-01-02 16:32:49 用户:wwh 开始固件扫描任务:Vigor2820_V3.3.7.1B_214702.zip, id:767
01-02 16:32:52,997577 [INFOR] [userlog] 当前:2024-01-02 16:32:52 用户:wwh 创建固件扫描任务:Vigor2820_V3.3.7.1B__STD2111112.zip, id:768
01-02 16:32:53,619728 [INFOR] [userlog] 当前:2024-01-02 16:32:53 用户:wwh 开始固件扫描任务:Vigor2820_V3.3.7.1B__STD2111112.zip, id:768
01-02 16:32:55,516134 [INFOR] [userlog] 当前:2024-01-02 16:32:55 用户:wwh 创建固件扫描任务:Vigor2820_V3.3.7.1B_2111302.zip, id:769
01-02 16:32:56,506874 [INFOR] [userlog] 当前:2024-01-02 16:32:55 用户:wwh 开始固件扫描任务:Vigor2820_V3.3.7.1B_2111302.zip, id:769
01-02 16:32:58,239124 [INFOR] [userlog] 当前:2024-01-02 16:32:58 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2 AnnexA 211801.zip, id:770
01-02 16:32:59,152975 [INFOR] [userlog] 当前:2024-01-02 16:32:58 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2 AnnexA 211801.zip, id:770
01-02 16:33:01,115607 [INFOR] [userlog] 当前:2024-01-02 16:33:01 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2 AnnexA 2121501.zip, id:771
01-02 16:33:01,956429 [INFOR] [userlog] 当前:2024-01-02 16:33:01 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2 AnnexA 2121501.zip, id:771
01-02 16:33:03,507959 [INFOR] [userlog] 当前:2024-01-02 16:33:03 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2 AnnexA 211011.zip, id:772
01-02 16:33:04,153086 [INFOR] [userlog] 当前:2024-01-02 16:33:03 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2 AnnexA 211011.zip, id:772
01-02 16:33:05,630483 [INFOR] [userlog] 当前:2024-01-02 16:33:05 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2 AnnexA 2211201.zip, id:773
01-02 16:33:06,255407 [INFOR] [userlog] 当前:2024-01-02 16:33:05 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2 AnnexA 2211201.zip, id:773
01-02 16:33:07,797647 [INFOR] [userlog] 当前:2024-01-02 16:33:07 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2 AnnexB 215202.zip, id:774
01-02 16:33:08,394475 [INFOR] [userlog] 当前:2024-01-02 16:33:08 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2 AnnexB 215202.zip, id:774
01-02 16:33:10,137625 [INFOR] [userlog] 当前:2024-01-02 16:33:10 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2 AnnexB 2111112.zip, id:775
01-02 16:33:11,333991 [INFOR] [userlog] 当前:2024-01-02 16:33:10 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2 AnnexB 2111112.zip, id:775
01-02 16:33:13,347752 [INFOR] [userlog] 当前:2024-01-02 16:33:13 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2 AnnexB 214702.zip, id:776
01-02 16:33:14,291123 [INFOR] [userlog] 当前:2024-01-02 16:33:13 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2 AnnexB 214702.zip, id:776
01-02 16:33:16,374633 [INFOR] [userlog] 当前:2024-01-02 16:33:16 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2 AnnexB 2111302.zip, id:777
01-02 16:33:17,314293 [INFOR] [userlog] 当前:2024-01-02 16:33:16 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2 AnnexB 2111302.zip, id:777
01-02 16:33:19,398324 [INFOR] [userlog] 当前:2024-01-02 16:33:19 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2 AnnexB 2111312.zip, id:778
01-02 16:33:20,344328 [INFOR] [userlog] 当前:2024-01-02 16:33:19 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2 AnnexB 2111312.zip, id:778
01-02 16:33:22,186364 [INFOR] [userlog] 当前:2024-01-02 16:33:22 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2 AnnexB 2121302.zip, id:779
01-02 16:33:23,146888 [INFOR] [userlog] 当前:2024-01-02 16:33:22 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2 AnnexB 2121302.zip, id:779
01-02 16:33:24,896871 [INFOR] [userlog] 当前:2024-01-02 16:33:24 用户:wwh 创建固件扫描任务:Vigor2820 V3.3.2 AnnexA 232201.zip, id:780
01-02 16:33:25,775043 [INFOR] [userlog] 当前:2024-01-02 16:33:25 用户:wwh 开始固件扫描任务:Vigor2820 V3.3.2 AnnexA 232201.zip, id:780
01-02 16:33:26,852169 [INFOR] [userlog] 当前:2024-01-02 16:33:26 用户:wwh 创建固件扫描任务:Vigor2104_series.zip, id:781
01-02 16:33:27,781606 [INFOR] [userlog] 当前:2024-01-02 16:33:27 用户:wwh 开始固件扫描任务:Vigor2104_series.zip, id:781
01-02 16:33:29,017134 [INFOR] [userlog] 当前:2024-01-02 16:33:28 用户:wwh 创建固件扫描任务:Vigor2104_printer_for_2K_XP.zip, id:782
01-02 16:33:29,943838 [INFOR] [userlog] 当前:2024-01-02 16:33:29 用户:wwh 开始固件扫描任务:Vigor2104_printer_for_2K_XP.zip, id:782
01-02 16:33:31,082947 [INFOR] [userlog] 当前:2024-01-02 16:33:31 用户:wwh 创建固件扫描任务:Vigor2104_quick.zip, id:783
01-02 16:33:32,005065 [INFOR] [userlog] 当前:2024-01-02 16:33:31 用户:wwh 开始固件扫描任务:Vigor2104_quick.zip, id:783
